"HD","tshopxxxx","10"
"tshopxxxx","order00001","20150201","20150131","SALES","500","0","au00001","123456789","1234554321","1234554321","","","20150131145000"
"tshopxxxx","order00001","20150201","20150131","SALES","500","0","au00001","123456789","1234554321","1234554321","","","20150131145000"
"tshopxxxx","order00001","20150201","20150131","SALES","500","0","au00001","123456789","1234554321","1234554321","","","20150131145000"
"tshopxxxx","order00001","20150201","20150131","SALES","500","0","au00001","123456789","1234554321","1234554321","","","20150131145000"
"tshopxxxx","order00001","20150201","20150131","SALES","500","0","au00001","123456789","1234554321","1234554321","","","20150131145000"
"tshopxxxx","order00001","20150201","20150131","SALES","500","0","au00001","123456789","1234554321","1234554321","","","20150131145000"
"tshopxxxx","order00001","20150201","20150131","SALES","500","0","au00001","123456789","1234554321","1234554321","","","20150131145000"
"tshopxxxx","order00001","20150201","20150131","SALES","500","0","au00001","123456789","1234554321","1234554321","","","20150131145000"
"tshopxxxx","order00001","20150201","20150131","SALES","500","0","au00001","123456789","1234554321","1234554321","","","20150131145000"
"tshopxxxx","order00001","20150201","20150131","SALES","500","0","au00001","123456789","1234554321","1234554321","","","20150131145000"
"FT"
