"HD","tshopxxxx","10"
"tshopxxxx","order00001","REGISTER","500","0","","","docomo disp1","docomo disp2","123456789","free1","free2","free3","11111","pass","12345","SP","0","31","1","0","20151231235959","","","20151130235959"
"tshopxxxx","order00001","REGISTER","500","0","","","docomo disp1","docomo disp2","123456789","free1","free2","free3","11111","pass","12345","SP","0","31","1","0","20151231235959","","","20151130235959"
"tshopxxxx","order00001","REGISTER","500","0","","","docomo disp1","docomo disp2","123456789","free1","free2","free3","11111","pass","12345","SP","0","31","1","0","20151231235959","","","20151130235959"
"tshopxxxx","order00001","REGISTER","500","0","","","docomo disp1","docomo disp2","123456789","free1","free2","free3","11111","pass","12345","SP","0","31","1","0","20151231235959","","","20151130235959"
"tshopxxxx","order00001","REGISTER","500","0","","","docomo disp1","docomo disp2","123456789","free1","free2","free3","11111","pass","12345","SP","0","31","1","0","20151231235959","","","20151130235959"
"tshopxxxx","order00001","REGISTER","500","0","","","docomo disp1","docomo disp2","123456789","free1","free2","free3","11111","pass","12345","SP","0","31","1","0","20151231235959","","","20151130235959"
"tshopxxxx","order00001","REGISTER","500","0","","","docomo disp1","docomo disp2","123456789","free1","free2","free3","11111","pass","12345","SP","0","31","1","0","20151231235959","","","20151130235959"
"tshopxxxx","order00001","REGISTER","500","0","","","docomo disp1","docomo disp2","123456789","free1","free2","free3","11111","pass","12345","SP","0","31","1","0","20151231235959","","","20151130235959"
"tshopxxxx","order00001","REGISTER","500","0","","","docomo disp1","docomo disp2","123456789","free1","free2","free3","11111","pass","12345","SP","0","31","1","0","20151231235959","","","20151130235959"
"tshopxxxx","order00001","REGISTER","500","0","","","docomo disp1","docomo disp2","123456789","free1","free2","free3","11111","pass","12345","SP","0","31","1","0","20151231235959","","","20151130235959"
"FT"
